Station Name;Region;State;Code;Latitude;Longitude;Year
BRASILIA;CO;DF;A001;-15,78944444;-47,92583332;2006
GOIANIA;CO;GO;A002;-16,64277777;-49,21999999;2006
MORRINHOS;CO;GO;A003;-17,71666667;-49,1;2006
SAO SIMAO;CO;GO;A011;-18,96666666;-50,61666666;2006
LUZIANIA;CO;GO;A012;-16,27222222;-47,96638889;2006
CAMPO GRANDE;CO;MS;A702;-20,45;-54,6;2006
PONTA PORA;CO;MS;A703;-22,5525;-55,71638888;2006
TRES LAGOAS;CO;MS;A704;-20,78999999;-51,71222222;2006
IVINHEMA;CO;MS;A709;-22,30666666;-53,82722221;2006
PARANAIBA;CO;MS;A710;-19,69527777;-51,18138888;2006
NHUMIRIM;CO;MS;A717;-18,98888888;-56,62305554;2006
AQUIDAUANA;CO;MS;A719;-20,47555554;-55,78388888;2006
COXIM;CO;MS;A720;-18,51222222;-54,73583333;2006
DOURADOS;CO;MS;A721;-22,19388888;-54,91138888;2006
MIRANDA;CO;MS;A722;-20,38333333;-56,41666666;2006
PORTO MURTINHO;CO;MS;A723;-21,70583333;-57,88666666;2006
CORUMBA;CO;MS;A724;-18,99666666;-57,63749999;2006
CHAPADAO DO SUL;CO;MS;A730;-18,80222222;-52,60277777;2006
MARACAJU;CO;MS;A731;-21,60916666;-55,17777777;2006
SAO GABRIEL DO OESTE;CO;MS;A732;-19,42027777;-54,55305555;2006
CUIABA;CO;MT;A901;-15,55916666;-56,72944443;2006
TANGARA DA SERRA;CO;MT;A902;-14,65;-57,41666666;2006
S.J. DO RIO CLARO;CO;MT;A903;-13,45;-56,66666666;2006
SORRISO;CO;MT;A904;-12,55;-55,71666666;2006
CAMPO NOVO DOS PARECIS;CO;MT;A905;-13,78333333;-57,83333333;2006
GUARANTA DO NORTE;CO;MT;A906;-9,95;-54,88333333;2006
RONDONOPOLIS;CO;MT;A907;-16,45;-54,56666666;2006
AGUA BOA;CO;MT;A908;-14,01611111;-52,21222222;2006
APIACAS;CO;MT;A910;-9,56388888;-57,3936111;2006
CAMPO VERDE;CO;MT;A912;-15,52749999;-55,13555555;2006
COMODORO;CO;MT;A913;-13,70861111;-59,76277777;2006
JUARA;CO;MT;A914;-11,28027777;-57,52666666;2006
PARANATINGA;CO;MT;A915;-14,42138888;-54,03527777;2006
SINOP;CO;MT;A917;-11,98222221;-55,56583333;2006
JUINA;CO;MT;A920;-11,36694443;-58,73305554;2006
VILA BELA DA SANTISSIMA TRINDADE;CO;MT;A922;-15,06277777;-59,87277777;2006
MANAUS;N;AM;A101;-3,10333333;-60,01638888;2006
BELEM;N;PA;A201;-1,41027777;-48,43833333;2006
CASTANHAL;N;PA;A202;-1,30083333;-47,93083332;2006
PALMAS;N;TO;A009;-10,18333333;-48,3;2006
PARANA;N;TO;A010;-12,615;-47,87194443;2006
PEIXE;N;TO;A018;-12,01666666;-48,55;2006
GURUPI;N;TO;A019;-11,74583333;-49,04972221;2006
MACEIO;NE;AL;A303;-9,55111111;-35,77027777;2006
SALVADOR;NE;BA;A401;-13,01666666;-38,51666666;2006
BARREIRAS;NE;BA;A402;-12,15;-45,01666666;2006
LUIZ EDUARDO MAGALHAES;NE;BA;A404;-12,15222222;-45,82972221;2006
CARAVELAS;NE;BA;A405;-17,73333333;-39,26666666;2006
CRUZ DAS ALMAS;NE;BA;A406;-12,65;-39,15;2006
ITIRUCU;NE;BA;A407;-13,52833332;-40,11972221;2006
ITABERABA;NE;BA;A408;-12,51666666;-40,3;2006
ILHEUS;NE;BA;A410;-14,65944444;-39,1811111;2006
MACAJUBA;NE;BA;A412;-12,11666666;-40,18333333;2006
FORTALEZA;NE;CE;A305;-3,83222221;-38,53777777;2006
SOBRAL;NE;CE;A306;-3,73166666;-40,34555555;2006
SAO LUIS;NE;MA;A203;-2,52694443;-44,21305555;2006
AREIA;NE;PB;A310;-6,97499999;-35,68499999;2006
CAMPINA GRANDE;NE;PB;A313;-7,24249999;-35,88888888;2006
RECIFE;NE;PE;A301;-8,05916666;-34,95944444;2006
PETROLINA;NE;PE;A307;-9,38805555;-40,48944444;2006
ARCO VERDE;NE;PE;A309;-8,41694443;-37,08333333;2006
PARNAIBA;NE;PI;A308;-3,08638888;-41,78333333;2006
FLORIANO;NE;PI;A311;-6,76666666;-43,01666666;2006
TERESINA;NE;PI;A312;-5,07388888;-42,80694444;2006
ARQ.SAO PEDRO E SAO PAULO;NE;RN;A302;0,9;-29,31666666;2006
NATAL;NE;RN;A304;-5,9;-35,2;2006
ARACAJU;NE;SE;A409;-10,95027777;-37,05;2006
CURITIBA;S;PR;A807;-25,43333333;-49,26666666;2006
IVAI;S;PR;A818;-25,01333333;-50,8711111;2006
CASTRO;S;PR;A819;-24,78944444;-49,99972221;2006
MAL. CANDIDO RONDON;S;PR;A820;-24,53583333;-54,01972221;2006
JOAQUIM TAVORA;S;PR;A821;-23,50527777;-49,94638888;2006
NOVA TEBAS;S;PR;A822;-24,43722221;-51,96305555;2006
INACIO MARTINS;S;PR;A823;-25,56583333;-51,08944444;2006
ICARAIMA;S;PR;A824;-23,39027777;-53,63472221;2006
MARINGA;S;PR;A835;-23,40777777;-51,91666666;2006
PORTO ALEGRE;S;RS;A801;-30,05;-51,16666666;2006
RIO GRANDE;S;RS;A802;-32,03333333;-52,1;2006
SANTA MARIA;S;RS;A803;-29,70833333;-53,70361111;2006
SANTANA DO LIVRAMENTO;S;RS;A804;-30,84249999;-55,61277777;2006
SANTO AUGUSTO;S;RS;A805;-27,85416666;-53,7911111;2006
TORRES;S;RS;A808;-29,35027777;-49,73305554;2006
URUGUAIANA;S;RS;A809;-29,84249999;-57,08249999;2006
SANTA ROSA;S;RS;A810;-27,89305555;-54,48055554;2006
CACAPAVA DO SUL;S;RS;A812;-30,54777777;-53,46749999;2006
RIO PARDO;S;RS;A813;-29,87333332;-52,38249999;2006
ALEGRETE;S;RS;A826;-29,71166666;-55,5261111;2006
ERECHIM;S;RS;A828;-27,66027777;-52,30638888;2006
SAO JOSE DOS AUSENTES;S;RS;A829;-28,75138888;-50,05833333;2006
CAMAQUA;S;RS;A838;-30,81055555;-51,83472221;2006
PASSO FUNDO;S;RS;A839;-28,22944443;-52,40388888;2006
BENTO GONCALVES;S;RS;A840;-29,16722221;-51,53472221;2006
FLORIANOPOLIS;S;SC;A806;-27,6025;-48,61999999;2006
INDAIAL;S;SC;A817;-26,91361111;-49,26749999;2006
VITORIA;SE;ES;A612;-20,26666666;-40,3;2006
LINHARES;SE;ES;A614;-19,35694444;-40,0686111;2006
ALFREDO CHAVES;SE;ES;A615;-20,63638888;-40,74138888;2006
SAO MATEUS;SE;ES;A616;-18,71388888;-39,84833333;2006
ALEGRE;SE;ES;A617;-20,75055555;-41,48888888;2006
BARBACENA;SE;MG;A502;-21,22888888;-43,76694443;2006
ARAXA;SE;MG;A505;-19,60555555;-46,94944444;2006
MONTES CLAROS;SE;MG;A506;-16,71666666;-43,86666666;2006
UBERLANDIA;SE;MG;A507;-18,91722221;-48,25555555;2006
ALMENARA;SE;MG;A508;-16,16666666;-40,68777777;2006
MONTE VERDE;SE;MG;A509;-22,86138888;-46,04333333;2006
VICOSA;SE;MG;A510;-20,76277777;-42,86388888;2006
TIMOTEO;SE;MG;A511;-19,5736111;-42,62222221;2006
ITUIUTABA;SE;MG;A512;-18,95277777;-49,52499999;2006
OURO BRANCO;SE;MG;A513;-20,54583333;-43,76944443;2006
SAO JOAO DEL REI;SE;MG;A514;-21,22638888;-44,97944443;2006
VARGINHA;SE;MG;A515;-21,56638888;-45,40416666;2006
PASSOS;SE;MG;A516;-20,74499999;-46,63388888;2006
MURIAE;SE;MG;A517;-21,10472222;-42,37583332;2006
CAMPINA VERDE;SE;MG;A519;-19,53916666;-49,51805554;2006
CONCEICAO DAS ALAGOAS;SE;MG;A520;-19,98583333;-48,15138888;2006
PAMPULHA;SE;MG;A521;-19,88416666;-43,96944443;2006
SERRA DOS AIMORES;SE;MG;A522;-17,7986111;-40,24972221;2006
PATROCINIO;SE;MG;A523;-18,99638888;-46,98583333;2006
FORMIGA;SE;MG;A524;-20,45472222;-45,45388888;2006
SACRAMENTO;SE;MG;A525;-19,87527777;-47,43416666;2006
TEOFILO OTONI;SE;MG;A527;-17,9;-41,51666666;2006
TRES MARIAS;SE;MG;A528;-18,20055555;-45,45972222;2006
CALDAS;SE;MG;A530;-21,91805554;-46,38305554;2006
MARIA DA FE;SE;MG;A531;-22,31444444;-45,37277777;2006
CURVELO;SE;MG;A538;-18,76444444;-44,45361111;2006
ECOLOGIA AGRICOLA;SE;RJ;A601;-22,8;-43,68333333;2006
MARAMBAIA;SE;RJ;A602;-23,05;-43,6;2006
XEREM;SE;RJ;A603;-22,58972221;-43,28222221;2006
CAMBUCI;SE;RJ;A604;-21,56666666;-41,95;2006
ARRAIAL DO CABO;SE;RJ;A606;-22,98333333;-42,01666666;2006
CAMPOS;SE;RJ;A607;-21,71666666;-41,35;2006
MACAE;SE;RJ;A608;-22,38333333;-41,81666667;2006
RESENDE;SE;RJ;A609;-22,45;-44,45;2006
PICO DO COUTO;SE;RJ;A610;-22,48166666;-43,29138888;2006
VALENCA;SE;RJ;A611;-22,35;-43,7;2006
TERESOPOLIS;SE;RJ;A618;-22,44888888;-42,98722221;2006
PARATI;SE;RJ;A619;-23,22333332;-44,72666666;2006
SAO PAULO - MIRANTE;SE;SP;A701;-23,48333333;-46,61666666;2006
BAURU;SE;SP;A705;-22,35805555;-49,02888888;2006
CAMPOS DO JORDAO;SE;SP;A706;-22,75027777;-45,60388888;2006
PRESIDENTE PRUDENTE;SE;SP;A707;-22,11999999;-51,4;2006
FRANCA;SE;SP;A708;-20,57999999;-47,37999999;2006
SAO CARLOS;SE;SP;A711;-21,97972221;-47,88333333;2006
IGUAPE;SE;SP;A712;-24,71666666;-47,55;2006
SOROCABA;SE;SP;A713;-23,35;-47,66666666;2006
ITAPEVA;SE;SP;A714;-23,98138888;-48,88527777;2006
SAO MIGUEL ARCANJO;SE;SP;A715;-23,85138888;-48,16444444;2006
OURINHOS;SE;SP;A716;-22,9486111;-49,89416666;2006
RANCHARIA;SE;SP;A718;-22,37249999;-50,97416666;2006
AVARE;SE;SP;A725;-23,09972221;-48,94555555;2006
PIRACICABA;SE;SP;A726;-22,70277777;-47,62305554;2006
LINS;SE;SP;A727;-21,66527777;-49,73416666;2006
TAUBATE;SE;SP;A728;-23,04194444;-45,52027777;2006
VOTUPORANGA;SE;SP;A729;-20,40305555;-49,96583333;2006
BRASILIA;CO;DF;A001;-15,78944444;-47,92583332;2007
GOIANIA;CO;GO;A002;-16,64277777;-49,21999999;2007
MORRINHOS;CO;GO;A003;-17,71666667;-49,1;2007
SAO SIMAO;CO;GO;A011;-18,96666666;-50,61666666;2007
LUZIANIA;CO;GO;A012;-16,27222222;-47,96638889;2007
ARAGARCAS;CO;GO;A013;-15,90583333;-52,24388888;2007
GOIAS;CO;GO;A014;-15,93916666;-50,14138888;2007
ITAPACI;CO;GO;A015;-14,98027777;-49,53944444;2007
JATAI;CO;GO;A016;-17,92388888;-51,71777777;2007
POSSE;CO;GO;A017;-14,08916666;-46,36638888;2007
GOIANESIA;CO;GO;A022;-15,22027777;-48,99027777;2007
CAIAPONIA;CO;GO;A023;-16,96666666;-51,81749999;2007
ALTO PARAISO DE GOIAS;CO;GO;A024;-14,13305554;-47,52305554;2007
RIO VERDE;CO;GO;A025;-17,78583333;-50,98138888;2007
MINEIROS;CO;GO;A026;-17,45472222;-52,60111111;2007
MONTE ALEGRE DE GOIAS;CO;GO;A032;-13,24805555;-46,88972221;2007
PIRES DO RIO;CO;GO;A033;-17,30416666;-48,28416666;2007
ITUMBIARA;CO;GO;A035;-18,40972222;-49,19194444;2007
CRISTALINA;CO;GO;A036;-16,78805555;-47,61166666;2007
CAMPO GRANDE;CO;MS;A702;-20,45;-54,6;2007
PONTA PORA;CO;MS;A703;-22,5525;-55,71638888;2007
TRES LAGOAS;CO;MS;A704;-20,78999999;-51,71222222;2007
IVINHEMA;CO;MS;A709;-22,30666666;-53,82722221;2007
PARANAIBA;CO;MS;A710;-19,69527777;-51,18138888;2007
NHUMIRIM;CO;MS;A717;-18,98888888;-56,62305554;2007
AQUIDAUANA;CO;MS;A719;-20,47555554;-55,78388888;2007
COXIM;CO;MS;A720;-18,51222222;-54,73583333;2007
DOURADOS;CO;MS;A721;-22,19388888;-54,91138888;2007
MIRANDA;CO;MS;A722;-20,38333333;-56,41666666;2007
PORTO MURTINHO;CO;MS;A723;-21,70583333;-57,88666666;2007
CORUMBA;CO;MS;A724;-18,99666666;-57,63749999;2007
CHAPADAO DO SUL;CO;MS;A730;-18,80222222;-52,60277777;2007
MARACAJU;CO;MS;A731;-21,60916666;-55,17777777;2007
SAO GABRIEL DO OESTE;CO;MS;A732;-19,42027777;-54,55305555;2007
CUIABA;CO;MT;A901;-15,55916666;-56,72944443;2007
TANGARA DA SERRA;CO;MT;A902;-14,65;-57,41666666;2007
S.J. DO RIO CLARO;CO;MT;A903;-13,45;-56,66666666;2007
SORRISO;CO;MT;A904;-12,55;-55,71666666;2007
CAMPO NOVO DOS PARECIS;CO;MT;A905;-13,78333333;-57,83333333;2007
GUARANTA DO NORTE;CO;MT;A906;-9,95;-54,88333333;2007
RONDONOPOLIS;CO;MT;A907;-16,45;-54,56666666;2007
AGUA BOA;CO;MT;A908;-14,01611111;-52,21222222;2007
APIACAS;CO;MT;A910;-9,56388888;-57,3936111;2007
CAMPO VERDE;CO;MT;A912;-15,52749999;-55,13555555;2007
COMODORO;CO;MT;A913;-13,70861111;-59,76277777;2007
JUARA;CO;MT;A914;-11,28027777;-57,52666666;2007
PARANATINGA;CO;MT;A915;-14,42138888;-54,03527777;2007
QUERENCIA;CO;MT;A916;-12,5986111;-52,19444444;2007
SINOP;CO;MT;A917;-11,98222221;-55,56583333;2007
COTRIGUACU;CO;MT;A919;-9,90611111;-58,57194443;2007
JUINA;CO;MT;A920;-11,36694443;-58,73305554;2007
SAO FELIX  DO ARAGUAIA;CO;MT;A921;-11,61888888;-50,72777777;2007
VILA BELA DA SANTISSIMA TRINDADE;CO;MT;A922;-15,06277777;-59,87277777;2007
ALTA FLORESTA;CO;MT;A924;-9,84944444;-56,1;2007
MANAUS;N;AM;A101;-3,10333333;-60,01638888;2007
BELEM;N;PA;A201;-1,41027777;-48,43833333;2007
CASTANHAL;N;PA;A202;-1,30083333;-47,93083332;2007
PARAGOMINAS;N;PA;A212;-3,01027777;-47,34305555;2007
TOME ACU;N;PA;A213;-2,6;-48,36666666;2007
PORTO VELHO;N;RO;A925;-8,76388888;-63,47499999;2007
PALMAS;N;TO;A009;-10,18333333;-48,3;2007
PARANA;N;TO;A010;-12,615;-47,87194443;2007
PEIXE;N;TO;A018;-12,01666666;-48,55;2007
GURUPI;N;TO;A019;-11,74583333;-49,04972221;2007
PEDRO AFONSO;N;TO;A020;-8,9686111;-48,19416666;2007
ARAGUAINA;N;TO;A021;-7,10416666;-48,20111111;2007
MACEIO;NE;AL;A303;-9,55111111;-35,77027777;2007
PAO DE ACUCAR;NE;AL;A323;-9,76583333;-37,44777777;2007
PALMEIRA DOS INDIOS;NE;AL;A327;-9,42055554;-36,62027777;2007
SALVADOR;NE;BA;A401;-13,01666666;-38,51666666;2007
BARREIRAS;NE;BA;A402;-12,15;-45,01666666;2007
LUIZ EDUARDO MAGALHAES;NE;BA;A404;-12,15222222;-45,82972221;2007
CARAVELAS;NE;BA;A405;-17,73333333;-39,26666666;2007
CRUZ DAS ALMAS;NE;BA;A406;-12,65;-39,15;2007
ITIRUCU;NE;BA;A407;-13,52833332;-40,11972221;2007
ITABERABA;NE;BA;A408;-12,51666666;-40,3;2007
ILHEUS;NE;BA;A410;-14,65944444;-39,1811111;2007
MACAJUBA;NE;BA;A412;-12,11666666;-40,18333333;2007
FEIRA DE SANTANA;NE;BA;A413;-12,19583333;-38,96722221;2007
VITORIA DA CONQUISTA;NE;BA;A414;-14,8861111;-40,80138888;2007
SANTA RITA DE CASSIA;NE;BA;A415;-11,01999999;-44,52499999;2007
CORRENTINA;NE;BA;A416;-13,33222221;-44,61722221;2007
BOM JESUS DA LAPA;NE;BA;A418;-13,41666666;-43,18416666;2007
FORTALEZA;NE;CE;A305;-3,83222221;-38,53777777;2007
SOBRAL;NE;CE;A306;-3,73166666;-40,34555555;2007
GUARAMIRANGA;NE;CE;A314;-4,26111111;-38,19749999;2007
BARBALHA;NE;CE;A315;-7,31805554;-39,30166666;2007
IGUATU;NE;CE;A319;-6,39666666;-39,27027777;2007
TAUA;NE;CE;A324;-6,01666666;-40,28166666;2007
QUIXERAMOBIM;NE;CE;A325;-5,17305554;-39,28722221;2007
MORADA NOVA;NE;CE;A332;-5,13638888;-38,35638888;2007
JAGUARUANA;NE;CE;A339;-4,85333333;-37,77694443;2007
SAO LUIS;NE;MA;A203;-2,52694443;-44,21305555;2007
BALSAS;NE;MA;A204;-7,45527777;-46,02749999;2007
CAROLINA;NE;MA;A205;-7,33722221;-47,45972222;2007
AREIA;NE;PB;A310;-6,97499999;-35,68499999;2007
CAMPINA GRANDE;NE;PB;A313;-7,24249999;-35,88888888;2007
JOAO PESSOA;NE;PB;A320;-7,16583333;-34,81527777;2007
PATOS;NE;PB;A321;-7,07972221;-37,27249999;2007
SAO GONCALO;NE;PB;A333;-6,75666666;-38,22749999;2007
MONTEIRO;NE;PB;A334;-7,89138888;-37,11527777;2007
RECIFE;NE;PE;A301;-8,05916666;-34,95944444;2007
PETROLINA;NE;PE;A307;-9,38805555;-40,48944444;2007
ARCO VERDE;NE;PE;A309;-8,41694443;-37,08333333;2007
GARANHUNS;NE;PE;A322;-8,90694444;-36,49472221;2007
CABROBO;NE;PE;A329;-8,50305555;-39,31388888;2007
CARUARU;NE;PE;A341;-8,2361111;-35,98583333;2007
PARNAIBA;NE;PI;A308;-3,08638888;-41,78333333;2007
FLORIANO;NE;PI;A311;-6,76666666;-43,01666666;2007
TERESINA;NE;PI;A312;-5,07388888;-42,80694444;2007
BOM JESUS DO PIAUI;NE;PI;A326;-9,08333333;-44,31666666;2007
PAULISTANA;NE;PI;A330;-8,07999999;-41,07999999;2007
SAO JOAO DO PIAUI;NE;PI;A331;-8,36472222;-42,25083333;2007
PIRIPIRI;NE;PI;A335;-4,26388888;-41,77805554;2007
ALVORADA DO GURGUEIA;NE;PI;A336;-8,44305555;-43,86472222;2007
CARACOL;NE;PI;A337;-9,2861111;-43,32444443;2007
ESPERANTINA;NE;PI;A338;-3,90083333;-42,23694444;2007
ARQ.SAO PEDRO E SAO PAULO;NE;RN;A302;0,9;-29,31666666;2007
NATAL;NE;RN;A304;-5,9;-35,2;2007
CAICO;NE;RN;A316;-6,45972222;-37,08888888;2007
MACAU;NE;RN;A317;-5,15111111;-36,57305554;2007
MOSSORO;NE;RN;A318;-4,90388888;-37,36694443;2007
APODI;NE;RN;A340;-5,62638888;-37,815;2007
ARACAJU;NE;SE;A409;-10,95027777;-37,05;2007
ITABAIANINHA;NE;SE;A417;-11,27249999;-37,79472221;2007
CURITIBA;S;PR;A807;-25,43333333;-49,26666666;2007
IVAI;S;PR;A818;-25,01333333;-50,8711111;2007
CASTRO;S;PR;A819;-24,78944444;-49,99972221;2007
MAL. CANDIDO RONDON;S;PR;A820;-24,53583333;-54,01972221;2007
JOAQUIM TAVORA;S;PR;A821;-23,50527777;-49,94638888;2007
NOVA TEBAS;S;PR;A822;-24,43722221;-51,96305555;2007
INACIO MARTINS;S;PR;A823;-25,56583333;-51,08944444;2007
ICARAIMA;S;PR;A824;-23,39027777;-53,63472221;2007
MARINGA;S;PR;A835;-23,40777777;-51,91666666;2007
NOVA FATIMA;S;PR;A842;-23,40694444;-50,57777777;2007
DOIS VIZINHOS;S;PR;A843;-25,69472221;-53,09444444;2007
ILHA DO MEL;S;PR;A847;-25,49444444;-48,32583332;2007
PLANALTO;S;PR;A855;-25,72194443;-53,74805555;2007
PORTO ALEGRE;S;RS;A801;-30,05;-51,16666666;2007
RIO GRANDE;S;RS;A802;-32,03333333;-52,1;2007
SANTA MARIA;S;RS;A803;-29,70833333;-53,70361111;2007
SANTANA DO LIVRAMENTO;S;RS;A804;-30,84249999;-55,61277777;2007
SANTO AUGUSTO;S;RS;A805;-27,85416666;-53,7911111;2007
TORRES;S;RS;A808;-29,35027777;-49,73305554;2007
URUGUAIANA;S;RS;A809;-29,84249999;-57,08249999;2007
SANTA ROSA;S;RS;A810;-27,89305555;-54,48055554;2007
CANGUCU;S;RS;A811;-31,40583333;-52,70111111;2007
CACAPAVA DO SUL;S;RS;A812;-30,54777777;-53,46749999;2007
RIO PARDO;S;RS;A813;-29,87333332;-52,38249999;2007
ALEGRETE;S;RS;A826;-29,71166666;-55,5261111;2007
BAGE;S;RS;A827;-31,34777777;-54,01333333;2007
ERECHIM;S;RS;A828;-27,66027777;-52,30638888;2007
SAO JOSE DOS AUSENTES;S;RS;A829;-28,75138888;-50,05833333;2007
SAO BORJA;S;RS;A830;-28,64944444;-56,01555555;2007
QUARAI;S;RS;A831;-30,3686111;-56,43722221;2007
SAO GABRIEL;S;RS;A832;-30,34138888;-54,31083333;2007
JAGUARAO;S;RS;A836;-32,53749999;-53,37638888;2007
CAMAQUA;S;RS;A838;-30,81055555;-51,83472221;2007
PASSO FUNDO;S;RS;A839;-28,22944443;-52,40388888;2007
BENTO GONCALVES;S;RS;A840;-29,16722221;-51,53472221;2007
LAGOA VERMELHA;S;RS;A844;-28,22194443;-51,51222222;2007
SAO LUIZ GONZAGA;S;RS;A852;-28,41694443;-54,96222222;2007
CRUZ ALTA;S;RS;A853;-28,60361111;-53,6736111;2007
FREDERICO WESTPHALEN;S;RS;A854;-27,39555555;-53,41277777;2007
FLORIANOPOLIS;S;SC;A806;-27,6025;-48,61999999;2007
INDAIAL;S;SC;A817;-26,91361111;-49,26749999;2007
JOACABA;S;SC;A841;-27,16944443;-51,57555554;2007
BOM JARDIM DA SERRA - MORRO DA IGREJA;S;SC;A845;-28,13333333;-49,48333333;2007
ITAPOA;S;SC;A851;-26,0811111;-48,64166666;2007
VITORIA;SE;ES;A612;-20,26666666;-40,3;2007
SANTA TERESA;SE;ES;A613;-19,98833333;-40,57944443;2007
LINHARES;SE;ES;A614;-19,35694444;-40,0686111;2007
ALFREDO CHAVES;SE;ES;A615;-20,63638888;-40,74138888;2007
SAO MATEUS;SE;ES;A616;-18,71388888;-39,84833333;2007
ALEGRE;SE;ES;A617;-20,75055555;-41,48888888;2007
BARBACENA;SE;MG;A502;-21,22888888;-43,76694443;2007
ARAXA;SE;MG;A505;-19,60555555;-46,94944444;2007
MONTES CLAROS;SE;MG;A506;-16,71666666;-43,86666666;2007
UBERLANDIA;SE;MG;A507;-18,91722221;-48,25555555;2007
ALMENARA;SE;MG;A508;-16,16666666;-40,68777777;2007
MONTE VERDE;SE;MG;A509;-22,86138888;-46,04333333;2007
VICOSA;SE;MG;A510;-20,76277777;-42,86388888;2007
TIMOTEO;SE;MG;A511;-19,5736111;-42,62222221;2007
ITUIUTABA;SE;MG;A512;-18,95277777;-49,52499999;2007
OURO BRANCO;SE;MG;A513;-20,54583333;-43,76944443;2007
SAO JOAO DEL REI;SE;MG;A514;-21,22638888;-44,97944443;2007
VARGINHA;SE;MG;A515;-21,56638888;-45,40416666;2007
PASSOS;SE;MG;A516;-20,74499999;-46,63388888;2007
MURIAE;SE;MG;A517;-21,10472222;-42,37583332;2007
JUIZ DE FORA;SE;MG;A518;-21,76999999;-43,36416666;2007
CAMPINA VERDE;SE;MG;A519;-19,53916666;-49,51805554;2007
CONCEICAO DAS ALAGOAS;SE;MG;A520;-19,98583333;-48,15138888;2007
PAMPULHA;SE;MG;A521;-19,88416666;-43,96944443;2007
SERRA DOS AIMORES;SE;MG;A522;-17,7986111;-40,24972221;2007
PATROCINIO;SE;MG;A523;-18,99638888;-46,98583333;2007
FORMIGA;SE;MG;A524;-20,45472222;-45,45388888;2007
SACRAMENTO;SE;MG;A525;-19,87527777;-47,43416666;2007
MONTALVANIA;SE;MG;A526;-15,08583333;-44,01583333;2007
TEOFILO OTONI;SE;MG;A527;-17,9;-41,51666666;2007
TRES MARIAS;SE;MG;A528;-18,20055555;-45,45972222;2007
PASSA QUATRO;SE;MG;A529;-22,3961111;-44,96166666;2007
CALDAS;SE;MG;A530;-21,91805554;-46,38305554;2007
MARIA DA FE;SE;MG;A531;-22,31444444;-45,37277777;2007
GOVERNADOR VALADARES;SE;MG;A532;-18,83027777;-41,97666666;2007
GUANHAES;SE;MG;A533;-18,78666666;-42,94305555;2007
AIMORES;SE;MG;A534;-19,53277777;-41,09083333;2007
DORES DO INDAIA;SE;MG;A536;-19,48166666;-45,59388888;2007
DIAMANTINA;SE;MG;A537;-18,2311111;-43,64805555;2007
CURVELO;SE;MG;A538;-18,76444444;-44,45361111;2007
MOCAMBINHO;SE;MG;A539;-15,08583333;-44,01611111;2007
MANTENA;SE;MG;A540;-18,78027777;-40,98583333;2007
CAPELINHA;SE;MG;A541;-17,70527777;-42,38916666;2007
UNAI;SE;MG;A542;-16,55388888;-46,88194443;2007
ESPINOSA;SE;MG;A543;-14,91277777;-42,82972221;2007
BURITIS;SE;MG;A544;-15,52416666;-46,43555555;2007
PIRAPORA;SE;MG;A545;-17,25777777;-44,83555555;2007
GUARDA-MOR;SE;MG;A546;-17,56166666;-47,19944444;2007
SAO ROMAO;SE;MG;A547;-16,3625;-45,12388888;2007
CHAPADA GAUCHA;SE;MG;A548;-15,31;-45,61666666;2007
AGUAS VERMELHAS;SE;MG;A549;-15,75222222;-41,45833333;2007
ITAOBIM;SE;MG;A550;-16,57555554;-41,48527777;2007
RIO PARDO DE MINAS;SE;MG;A551;-15,72277777;-42,43527777;2007
SALINAS;SE;MG;A552;-16,16027777;-42,31027777;2007
JOAO PINHEIRO;SE;MG;A553;-17,78472221;-46,11916666;2007
CARATINGA;SE;MG;A554;-19,73583333;-42,15361111;2007
ECOLOGIA AGRICOLA;SE;RJ;A601;-22,8;-43,68333333;2007
MARAMBAIA;SE;RJ;A602;-23,05;-43,6;2007
XEREM;SE;RJ;A603;-22,58972221;-43,28222221;2007
CAMBUCI;SE;RJ;A604;-21,56666666;-41,95;2007
ARRAIAL DO CABO;SE;RJ;A606;-22,98333333;-42,01666666;2007
CAMPOS;SE;RJ;A607;-21,71666666;-41,35;2007
MACAE;SE;RJ;A608;-22,38333333;-41,81666667;2007
RESENDE;SE;RJ;A609;-22,45;-44,45;2007
PICO DO COUTO;SE;RJ;A610;-22,48166666;-43,29138888;2007
VALENCA;SE;RJ;A611;-22,35;-43,7;2007
TERESOPOLIS;SE;RJ;A618;-22,44888888;-42,98722221;2007
PARATI;SE;RJ;A619;-23,22333332;-44,72666666;2007
VILA MILITAR;SE;RJ;A621;-22,86083333;-43,41111111;2007
FORTE DE COPACABANA;SE;RJ;A652;-22,98833333;-43,19027777;2007
SAO PAULO - MIRANTE;SE;SP;A701;-23,48333333;-46,61666666;2007
BAURU;SE;SP;A705;-22,35805555;-49,02888888;2007
CAMPOS DO JORDAO;SE;SP;A706;-22,75027777;-45,60388888;2007
PRESIDENTE PRUDENTE;SE;SP;A707;-22,11999999;-51,4;2007
FRANCA;SE;SP;A708;-20,57999999;-47,37999999;2007
SAO CARLOS;SE;SP;A711;-21,97972221;-47,88333333;2007
IGUAPE;SE;SP;A712;-24,71666666;-47,55;2007
SOROCABA;SE;SP;A713;-23,35;-47,66666666;2007
ITAPEVA;SE;SP;A714;-23,98138888;-48,88527777;2007
SAO MIGUEL ARCANJO;SE;SP;A715;-23,85138888;-48,16444444;2007
OURINHOS;SE;SP;A716;-22,9486111;-49,89416666;2007
