Station Name;Region;State;Code;Latitude;Longitude;Year
MEDICILANDIA;N;PA;A209;-3,51083333;-52,96361111;2018
PACAJA;N;PA;A210;-3,8436111;-50,63805555;2018
PLACAS;N;PA;A211;-3,8811111;-54,2461111;2018
PARAGOMINAS;N;PA;A212;-3,01027777;-47,34305555;2018
TOME ACU;N;PA;A213;-2,6;-48,36666666;2018
RONDON DO PARA;N;PA;A214;-4,82749999;-48,17333332;2018
SALINOPOLIS;N;PA;A215;-0,6186111;-47,35666666;2018
SAO FELIX DO XINGU;N;PA;A216;-6,63972221;-51,95694444;2018
BRAGANCA;N;PA;A226;-1,04527777;-46,78277777;2018
SOURE;N;PA;A227;-0,81111111;-48,51583333;2018
BREVES;N;PA;A228;-1,68027777;-50,47805554;2018
TUCURUI;N;PA;A229;-3,82277777;-49,67499999;2018
SERRA DOS CARAJAS;N;PA;A230;-6,07749999;-50,14222221;2018
ITAITUBA;N;PA;A231;-4,27638888;-55,99305555;2018
OBIDOS;N;PA;A232;-5,36583333;-49,12527777;2018
SANTANA DO ARAGUAIA;N;PA;A233;-9,3386111;-50,35027777;2018
TUCUMA;N;PA;A234;-6,7436111;-51,14222221;2018
NOVO REPARTIMENTO;N;PA;A235;-4,23444444;-49,94277777;2018
CAMETA;N;PA;A236;-2,2486111;-49,49305555;2018
MONTE ALEGRE;N;PA;A239;-2;-54,07583332;2018
MARABA;N;PA;A240;-5,16722221;-49,37916666;2018
CONCEICAO DO ARAGUAIA;N;PA;A241;-8,25916666;-49,27416666;2018
MINA DO PALITO;N;PA;A246;-6,31972221;-55,78722221;2018
XINGUARA;N;PA;A247;-7,11027777;-49,92583332;2018
CAPITAO POCO;N;PA;A248;-1,73472221;-47,0575;2018
SANTAREM;N;PA;A250;-2,50277777;-54,72027777;2018
DOM ELISEU;N;PA;A252;-4,28055554;-47,56388888;2018
ALTAMIRA;N;PA;A253;-3,27027777;-52,39472221;2018
DOM ELISEU;N;PA;S107;-4,28999999;-47,55;2018
ULIANOPOLIS;N;PA;S111;-3,8;-47,51;2018
DTCEA JACAREACANGA;N;PA;S120;-6,23722221;-57,77499999;2018
PORTO VELHO;N;RO;A925;-8,76388888;-63,47499999;2018
VILHENA;N;RO;A938;-12,73472221;-60,15777777;2018
CACOAL;N;RO;A939;-11,44583333;-61,43416666;2018
ARIQUEMES;N;RO;A940;-9,94888888;-62,96194444;2018
FORTE PRINCIPE;N;RO;S101;-12,42999999;-64,41999999;2018
DTCEA VILHENA;N;RO;S104;-12,75055555;-60,14916666;2018
DTCEA GUAJARA-MIRIM;N;RO;S110;-10,78999999;-65,33277777;2018
BOA VISTA;N;RR;A135;2,81694443;-60,69083333;2018
BALIZA;N;RR;S113;0,94777777;-59,74638888;2018
PACARAIMA;N;RR;S114;4,47749999;-61,14916666;2018
PALMAS;N;TO;A009;-10,18333333;-48,3;2018
PARANA;N;TO;A010;-12,615;-47,87194443;2018
PEIXE;N;TO;A018;-12,01666666;-48,55;2018
GURUPI;N;TO;A019;-11,74583333;-49,04972221;2018
PEDRO AFONSO;N;TO;A020;-8,9686111;-48,19416666;2018
ARAGUAINA;N;TO;A021;-7,10416666;-48,20111111;2018
DIANOPOLIS;N;TO;A038;-11,59416666;-46,84722221;2018
FORMOSO DO ARAGUAIA;N;TO;A039;-11,98722221;-49,60833333;2018
MATEIROS;N;TO;A040;-10,42999999;-45,91999999;2018
MARIANOPOLIS DO TO;N;TO;A041;-9,57666666;-49,72333332;2018
CAMPOS LINDOS;N;TO;A043;-8,15472222;-46,63916666;2018
ARAGUATINS;N;TO;A044;-5,6436111;-48,11166666;2018
SANTA FE DO ARAGUAIA;N;TO;A048;-7,12416666;-48,78138888;2018
COLINAS DO TOCANTINS;N;TO;A049;-8,09277777;-48,4786111;2018
RIO SONO;N;TO;A050;-9,16;-47,13277777;2018
PIUM;N;TO;A051;-10,47694443;-49,62944443;2018
SANTA ROSA DO TOCANTINS;N;TO;A052;-11,04638888;-48,18555555;2018
ALMAS;N;TO;A053;-11,28416666;-47,21222222;2018
ARAGUACU;N;TO;A054;-12,59222221;-49,5286111;2018
LAGOA DA CONFUSAO;N;TO;A055;-10,80833333;-49,84777777;2018
MACEIO;NE;AL;A303;-9,55111111;-35,77027777;2018
PAO DE ACUCAR;NE;AL;A323;-9,76583333;-37,44777777;2018
PALMEIRA DOS INDIOS;NE;AL;A327;-9,42055554;-36,62027777;2018
ARAPIRACA;NE;AL;A353;-9,80416666;-36,61888888;2018
CORURIPE;NE;AL;A355;-10,14527777;-36,28638888;2018
SAO LUIS DO QUITUNDE;NE;AL;A356;-9,28749999;-35,56583333;2018
PIRANHAS;NE;AL;A371;-9,62222221;-37,76722221;2018
SALVADOR;NE;BA;A401;-13,01666666;-38,51666666;2018
BARREIRAS;NE;BA;A402;-12,15;-45,01666666;2018
LUIZ EDUARDO MAGALHAES;NE;BA;A404;-12,15222222;-45,82972221;2018
CARAVELAS;NE;BA;A405;-17,73333333;-39,26666666;2018
CRUZ DAS ALMAS;NE;BA;A406;-12,65;-39,15;2018
ITIRUCU;NE;BA;A407;-13,52833332;-40,11972221;2018
ITABERABA;NE;BA;A408;-12,51666666;-40,3;2018
ILHEUS;NE;BA;A410;-14,65944444;-39,1811111;2018
MACAJUBA;NE;BA;A412;-12,11666666;-40,18333333;2018
FEIRA DE SANTANA;NE;BA;A413;-12,19583333;-38,96722221;2018
VITORIA DA CONQUISTA;NE;BA;A414;-14,8861111;-40,80138888;2018
SANTA RITA DE CASSIA;NE;BA;A415;-11,01999999;-44,52499999;2018
CORRENTINA;NE;BA;A416;-13,33222221;-44,61722221;2018
BOM JESUS DA LAPA;NE;BA;A418;-13,41666666;-43,18416666;2018
ABROLHOS;NE;BA;A422;-17,96416666;-38,6961111;2018
REMANSO;NE;BA;A423;-9,60277777;-42,10277777;2018
IRECE;NE;BA;A424;-11,32888888;-41,86444444;2018
LENCOIS;NE;BA;A425;-12,55722222;-41,38888888;2018
GUANAMBI;NE;BA;A426;-14,20805555;-42,74944444;2018
PORTO SEGURO;NE;BA;A427;-16,38916666;-39,18249999;2018
SENHOR DO BONFIM;NE;BA;A428;-10,44305555;-40,14833333;2018
BARRA;NE;BA;A429;-11,08472221;-43,13916666;2018
PIATA;NE;BA;A430;-13,15583333;-41,77416666;2018
CONDE;NE;BA;A431;-11,8;-37,59972221;2018
BURITIRAMA;NE;BA;A432;-10,72305554;-43,65111111;2018
BRUMADO;NE;BA;A433;-14,18166666;-41,67222221;2018
AMARGOSA;NE;BA;A434;-13,00944444;-39,61694443;2018
UAUA;NE;BA;A435;-9,8336111;-39,49555555;2018
QUEIMADAS;NE;BA;A436;-10,98472221;-39,61694443;2018
UNA;NE;BA;A437;-15,27999999;-39,0911111;2018
MARAU;NE;BA;A438;-13,90722222;-38,97222221;2018
IBOTIRAMA;NE;BA;A439;-12,19249999;-43,2125;2018
JACOBINA;NE;BA;A440;-11,205;-40,465;2018
SERRINHA;NE;BA;A441;-11,66444444;-39,02305554;2018
EUCLIDES DA CUNHA;NE;BA;A442;-10,53722221;-38,99666666;2018
DELFINO;NE;BA;A443;-10,455;-41,20722222;2018
VALENCA;NE;BA;A444;-13,3436111;-39,12666666;2018
IPIAU;NE;BA;A445;-14,17138888;-39,69249999;2018
ITAPETINGA;NE;BA;A446;-15,24472221;-40,22944443;2018
BELMONTE;NE;BA;A447;-16,08805555;-39,21555555;2018
CURACA;NE;BA;A448;-9,00138888;-39,91277777;2018
PILAO ARCADO;NE;BA;A449;-10,00222222;-42,47333332;2018
JEREMOABO;NE;BA;A450;-10,08083332;-38,34583333;2018
FORMOSO DO RIO PRETO;NE;BA;A452;-11,05222222;-45,20083333;2018
MACAUBAS;NE;BA;A454;-13,03888888;-42,61722221;2018
ITAMARAJU;NE;BA;A455;-17,00722222;-39,55138888;2018
SALVADOR (RADIO FAROL);NE;BA;A456;-12,80833333;-38,49583333;2018
RIBEIRA DO AMPARO;NE;BA;A458;-11,05861111;-38,44416666;2018
FORTALEZA;NE;CE;A305;-3,83222221;-38,53777777;2018
SOBRAL;NE;CE;A306;-3,73166666;-40,34555555;2018
GUARAMIRANGA;NE;CE;A314;-4,26111111;-38,19749999;2018
BARBALHA;NE;CE;A315;-7,31805554;-39,30166666;2018
IGUATU;NE;CE;A319;-6,39666666;-39,27027777;2018
TAUA;NE;CE;A324;-6,01666666;-40,28166666;2018
QUIXERAMOBIM;NE;CE;A325;-5,17305554;-39,28722221;2018
MORADA NOVA;NE;CE;A332;-5,13638888;-38,35638888;2018
JAGUARUANA;NE;CE;A339;-4,85333333;-37,77694443;2018
CRATEUS;NE;CE;A342;-5,1861111;-40,66999999;2018
CAMPOS SALES;NE;CE;A347;-7,07805554;-40,36305555;2018
JAGUARIBE;NE;CE;A358;-5,90527777;-38,62777777;2018
ITAPIPOCA;NE;CE;A359;-3,48388888;-39,58833333;2018
ACARAU;NE;CE;A360;-3,12083332;-40,08694444;2018
TIANGUA;NE;CE;A368;-3,73222221;-41,01194444;2018
QUIXADA;NE;CE;A369;-4,97888888;-39,05722222;2018
SAO LUIS;NE;MA;A203;-2,52694443;-44,21305555;2018
BALSAS;NE;MA;A204;-7,45527777;-46,02749999;2018
CAROLINA;NE;MA;A205;-7,33722221;-47,45972222;2018
CHAPADINHA;NE;MA;A206;-3,74277777;-43,35194444;2018
GRAJAU;NE;MA;A207;-5,82472221;-46,15944444;2018
FAROL de SANTANA;NE;MA;A217;-2,27083332;-43,62388888;2018
PREGUICAS;NE;MA;A218;-2,59249999;-42,70722222;2018
TURIACU;NE;MA;A219;-1,66166666;-45,37277777;2018
BACABAL;NE;MA;A220;-4,24305555;-44,79499999;2018
BARRA DO CORDA;NE;MA;A221;-5,50666666;-45,23694444;2018
COLINAS;NE;MA;A222;-6,03333333;-44,23333333;2018
ALTO PARNAIBA;NE;MA;A223;-9,10805555;-45,93194443;2018
ESTREITO;NE;MA;A224;-6,65333333;-47,41833332;2018
IMPERATRIZ;NE;MA;A225;-5,55555555;-47,45972222;2018
CAXIAS;NE;MA;A237;-4,82138888;-43,3436111;2018
BURITICUPU;NE;MA;A238;-4,32055554;-46,44972221;2018
SAO BENTO;NE;MA;S108;-2,7;-44,85;2018
AREIA;NE;PB;A310;-6,97499999;-35,68499999;2018
CAMPINA GRANDE;NE;PB;A313;-7,24249999;-35,88888888;2018
JOAO PESSOA;NE;PB;A320;-7,16583333;-34,81527777;2018
PATOS;NE;PB;A321;-7,07972221;-37,27249999;2018
SAO GONCALO;NE;PB;A333;-6,75666666;-38,22749999;2018
MONTEIRO;NE;PB;A334;-7,89138888;-37,11527777;2018
CABACEIRAS;NE;PB;A348;-7,48333333;-36,28638888;2018
CAMARATUBA;NE;PB;A352;-6,56083333;-35,13472221;2018
ITAPORANGA;NE;PB;A373;-7,3186111;-38,14083333;2018
RECIFE;NE;PE;A301;-8,05916666;-34,95944444;2018
PETROLINA;NE;PE;A307;-9,38805555;-40,48944444;2018
ARCO VERDE;NE;PE;A309;-8,41694443;-37,08333333;2018
GARANHUNS;NE;PE;A322;-8,90694444;-36,49472221;2018
SURUBIM;NE;PE;A328;-7,83694444;-35,7961111;2018
CABROBO;NE;PE;A329;-8,50305555;-39,31388888;2018
CARUARU;NE;PE;A341;-8,2361111;-35,98583333;2018
IBIMIRIM;NE;PE;A349;-8,50944444;-37,71138888;2018
SERRA TALHADA;NE;PE;A350;-7,95361111;-38,29472221;2018
FLORESTA;NE;PE;A351;-8,5936111;-38,58388888;2018
PALMARES;NE;PE;A357;-8,66638888;-35,56805554;2018
OURICURI;NE;PE;A366;-7,88472221;-40,10111111;2018
SALGUEIRO;NE;PE;A370;-8,05805555;-39,0961111;2018
PARNAIBA;NE;PI;A308;-3,08638888;-41,78333333;2018
FLORIANO;NE;PI;A311;-6,76666666;-43,01666666;2018
TERESINA;NE;PI;A312;-5,07388888;-42,80694444;2018
BOM JESUS DO PIAUI;NE;PI;A326;-9,08333333;-44,31666666;2018
PAULISTANA;NE;PI;A330;-8,07999999;-41,07999999;2018
SAO JOAO DO PIAUI;NE;PI;A331;-8,36472222;-42,25083333;2018
PIRIPIRI;NE;PI;A335;-4,26388888;-41,77805554;2018
ALVORADA DO GURGUEIA;NE;PI;A336;-8,44305555;-43,86472222;2018
CARACOL;NE;PI;A337;-9,2861111;-43,32444443;2018
PICOS;NE;PI;A343;-7,07083332;-41,40416666;2018
SAO RAIMUNDO NONATO;NE;PI;A345;-9,03305554;-42,70055555;2018
URUCUI;NE;PI;A346;-7,47472221;-44,34472221;2018
OEIRAS;NE;PI;A354;-6,97416666;-42,14694444;2018
CASTELO DO PIAUI;NE;PI;A361;-5,34916666;-41,51222222;2018
SAO PEDRO DO PIAUI;NE;PI;A362;-5,91111111;-42,7186111;2018
VALENCA DO PIAUI;NE;PI;A363;-6,39916666;-41,73999999;2018
GILBUES;NE;PI;A364;-9,87472221;-45,34638888;2018
CANTO DO BURITI;NE;PI;A365;-8,11777777;-42,00888888;2018
CORRENTE;NE;PI;A374;-10,42916666;-45,17305554;2018
BAIXA GRANDE DO RIBEIRO;NE;PI;A375;-8,33749999;-45,09472221;2018
CAMPO MAIOR;NE;PI;A376;-4,86416666;-42,14555555;2018
ARQ.SAO PEDRO E SAO PAULO;NE;RN;A302;0,9;-29,31666666;2018
NATAL;NE;RN;A304;-5,9;-35,2;2018
CAICO;NE;RN;A316;-6,45972222;-37,08888888;2018
MACAU;NE;RN;A317;-5,15111111;-36,57305554;2018
MOSSORO;NE;RN;A318;-4,90388888;-37,36694443;2018
APODI;NE;RN;A340;-5,62638888;-37,815;2018
CALCANHAR;NE;RN;A344;-5,16;-35,45416666;2018
SANTA CRUZ;NE;RN;A367;-6,22777777;-36,02638888;2018
IPANGUACU;NE;RN;A372;-5,53499999;-36,87222221;2018
ARACAJU;NE;SE;A409;-10,95027777;-37,05;2018
ITABAIANINHA;NE;SE;A417;-11,27249999;-37,79472221;2018
POCO VERDE;NE;SE;A419;-10,73749999;-38,10777777;2018
CARIRA;NE;SE;A420;-10,39944444;-37,74722221;2018
BREJO GRANDE;NE;SE;A421;-10,47944443;-36,48194443;2018
ITABAIANA;NE;SE;A451;-10,67166666;-37,47138888;2018
NOSSA SENHORA DA GLORIA;NE;SE;A453;-10,20777777;-37,43194443;2018
CURITIBA;S;PR;A807;-25,43333333;-49,26666666;2018
IVAI;S;PR;A818;-25,01333333;-50,8711111;2018
CASTRO;S;PR;A819;-24,78944444;-49,99972221;2018
MAL. CANDIDO RONDON;S;PR;A820;-24,53583333;-54,01972221;2018
JOAQUIM TAVORA;S;PR;A821;-23,50527777;-49,94638888;2018
NOVA TEBAS;S;PR;A822;-24,43722221;-51,96305555;2018
INACIO MARTINS;S;PR;A823;-25,56583333;-51,08944444;2018
ICARAIMA;S;PR;A824;-23,39027777;-53,63472221;2018
MARINGA;S;PR;A835;-23,40777777;-51,91666666;2018
NOVA FATIMA;S;PR;A842;-23,40694444;-50,57777777;2018
DOIS VIZINHOS;S;PR;A843;-25,69472221;-53,09444444;2018
FOZ DO IGUACU;S;PR;A846;-25,60194444;-54,48305554;2018
ILHA DO MEL;S;PR;A847;-25,49444444;-48,32583332;2018
DIAMANTE DO NORTE;S;PR;A849;-22,63388888;-52,85888888;2018
PARANAPOEMA;S;PR;A850;-22,49166666;-52,13444444;2018
PLANALTO;S;PR;A855;-25,72194443;-53,74805555;2018
CIDADE GAUCHA;S;PR;A869;-23,37583332;-52,93194443;2018
JAPIRA;S;PR;A871;-23,77305554;-50,18055554;2018
VENTANIA;S;PR;A872;-24,23833333;-50,24555555;2018
MORRETES;S;PR;A873;-25,51277777;-48,80861111;2018
SAO MATEUS DO SUL;S;PR;A874;-25,83499999;-50,3686111;2018
GENERAL CARNEIRO;S;PR;A875;-26,3986111;-51,35444444;2018
CLEVELANDIA;S;PR;A876;-26,41722221;-52,34888888;2018
CAMPINA DA LAGOA;S;PR;B803;-24,57083332;-52,8025;2018
LARANJEIRAS DO SUL;S;PR;B804;-25,36888888;-52,39194444;2018
COLOMBO;S;PR;B806;-25,32222221;-49,1575;2018
PORTO ALEGRE;S;RS;A801;-30,05;-51,16666666;2018
RIO GRANDE;S;RS;A802;-32,03333333;-52,1;2018
SANTA MARIA;S;RS;A803;-29,70833333;-53,70361111;2018
SANTANA DO LIVRAMENTO;S;RS;A804;-30,84249999;-55,61277777;2018
SANTO AUGUSTO;S;RS;A805;-27,85416666;-53,7911111;2018
TORRES;S;RS;A808;-29,35027777;-49,73305554;2018
URUGUAIANA;S;RS;A809;-29,84249999;-57,08249999;2018
SANTA ROSA;S;RS;A810;-27,89305555;-54,48055554;2018
CANGUCU;S;RS;A811;-31,40583333;-52,70111111;2018
CACAPAVA DO SUL;S;RS;A812;-30,54777777;-53,46749999;2018
RIO PARDO;S;RS;A813;-29,87333332;-52,38249999;2018
ALEGRETE;S;RS;A826;-29,71166666;-55,5261111;2018
BAGE;S;RS;A827;-31,34777777;-54,01333333;2018
ERECHIM;S;RS;A828;-27,66027777;-52,30638888;2018
SAO JOSE DOS AUSENTES;S;RS;A829;-28,75138888;-50,05833333;2018
SAO BORJA;S;RS;A830;-28,64944444;-56,01555555;2018
QUARAI;S;RS;A831;-30,3686111;-56,43722221;2018
SAO GABRIEL;S;RS;A832;-30,34138888;-54,31083333;2018
SANTIAGO;S;RS;A833;-29,19138888;-54,88555555;2018
TRAMANDAI;S;RS;A834;-30,00972222;-50,13527777;2018
JAGUARAO;S;RS;A836;-32,53749999;-53,37638888;2018
SOLEDADE;S;RS;A837;-28,85361111;-52,55833333;2018
CAMAQUA;S;RS;A838;-30,81055555;-51,83472221;2018
PASSO FUNDO;S;RS;A839;-28,22944443;-52,40388888;2018
BENTO GONCALVES;S;RS;A840;-29,16722221;-51,53472221;2018
LAGOA VERMELHA;S;RS;A844;-28,22194443;-51,51222222;2018
SAO LUIZ GONZAGA;S;RS;A852;-28,41694443;-54,96222222;2018
CRUZ ALTA;S;RS;A853;-28,60361111;-53,6736111;2018
FREDERICO WESTPHALEN;S;RS;A854;-27,39555555;-53,41277777;2018
PALMEIRA DAS MISSOES;S;RS;A856;-27,92166666;-53,31694443;2018
MOSTARDAS;S;RS;A878;-31,24777777;-50,90555555;2018
CANELA;S;RS;A879;-29,36888888;-50,82749999;2018
VACARIA;S;RS;A880;-28,51361111;-50,88277777;2018
DOM PEDRITO;S;RS;A881;-31,0025;-54,61805554;2018
TEUTONIA;S;RS;A882;-29,45027777;-51,82416666;2018
IBIRUBA;S;RS;A883;-28,65333333;-53,11194444;2018
CAMPO BOM;S;RS;A884;-29,67444443;-51,06416666;2018
TUPANCIRETA;S;RS;A886;-29,89388888;-53,82666666;2018
SAO VICENTE DO SUL;S;RS;A889;-29,70194444;-54,69416666;2018
ENCRUZILHADA DO SUL;S;RS;A893;-30,54305555;-52,52472221;2018
SERAFINA CORREA;S;RS;A894;-28,70472222;-51,87055554;2018
CAMBARA DO SUL;S;RS;A897;-29,04888888;-50,14944444;2018
Santa Vitoria do Palmar - Barra do Chui;S;RS;A899;-33,74166666;-53,37138888;2018
FLORIANOPOLIS;S;SC;A806;-27,6025;-48,61999999;2018
URUSSANGA;S;SC;A814;-28,53249999;-49,31555555;2018
SAO JOAQUIM;S;SC;A815;-28,27555554;-49,93444444;2018
NOVO HORIZONTE;S;SC;A816;-26,40694444;-52,85055555;2018
INDAIAL;S;SC;A817;-26,91361111;-49,26749999;2018
JOACABA;S;SC;A841;-27,16944443;-51,57555554;2018
BOM JARDIM DA SERRA - MORRO DA IGREJA;S;SC;A845;-28,13333333;-49,48333333;2018
DIONISIO CERQUEIRA;S;SC;A848;-26,28638888;-53,63277777;2018
ITAPOA;S;SC;A851;-26,0811111;-48,64166666;2018
SAO MIGUEL DO OESTE;S;SC;A857;-26,77666666;-53,50444444;2018
XANXERE;S;SC;A858;-26,9386111;-52,415;2018
CACADOR;S;SC;A859;-26,81944443;-50,98555555;2018
CURITIBANOS;S;SC;A860;-27,2886111;-50,60416666;2018
RIO DO CAMPO;S;SC;A861;-26,93749999;-50,14638888;2018
RIO NEGRINHO;S;SC;A862;-26,2486111;-49,58055554;2018
ITUPORANGA;S;SC;A863;-27,41833332;-49,64666666;2018
MAJOR VIEIRA;S;SC;A864;-26,3936111;-50,36333333;2018
LAGES;S;SC;A865;-27,80222222;-50,33555555;2018
Laguna  - Farol de Santa Marta;S;SC;A866;-28,60416666;-48,81333333;2018
ARARANGUA;S;SC;A867;-28,93138888;-49,49805555;2018
ITAJAI;S;SC;A868;-26,95083333;-48,76194444;2018
RANCHO QUEIMADO;S;SC;A870;-27,6786111;-49,04194444;2018
VITORIA;SE;ES;A612;-20,26666666;-40,3;2018
SANTA TERESA;SE;ES;A613;-19,98833333;-40,57944443;2018
LINHARES;SE;ES;A614;-19,35694444;-40,0686111;2018
ALFREDO CHAVES;SE;ES;A615;-20,63638888;-40,74138888;2018
SAO MATEUS;SE;ES;A616;-18,71388888;-39,84833333;2018
ALEGRE;SE;ES;A617;-20,75055555;-41,48888888;2018
PRES. KENNEDY;SE;ES;A622;-21,10111111;-41,03888888;2018
NOVA VENECIA;SE;ES;A623;-18,69527777;-40,4075;2018
ECOPORANGA;SE;ES;A631;-18,29166666;-40,73638888;2018
MARILANDIA;SE;ES;A632;-19,40722222;-40,53972221;2018
VENDA NOVA DO IMIGRANTE;SE;ES;A633;-20,25222222;-41,18999999;2018
VILA VELHA;SE;ES;A634;-20,46694443;-40,40416666;2018
AFONSO CLAUDIO;SE;ES;A657;-20,10416666;-41,10694444;2018
BARBACENA;SE;MG;A502;-21,22888888;-43,76694443;2018
ARAXA;SE;MG;A505;-19,60555555;-46,94944444;2018
MONTES CLAROS;SE;MG;A506;-16,71666666;-43,86666666;2018
UBERLANDIA;SE;MG;A507;-18,91722221;-48,25555555;2018
ALMENARA;SE;MG;A508;-16,16666666;-40,68777777;2018
MONTE VERDE;SE;MG;A509;-22,86138888;-46,04333333;2018
VICOSA;SE;MG;A510;-20,76277777;-42,86388888;2018
TIMOTEO;SE;MG;A511;-19,5736111;-42,62222221;2018
ITUIUTABA;SE;MG;A512;-18,95277777;-49,52499999;2018
OURO BRANCO;SE;MG;A513;-20,54583333;-43,76944443;2018
SAO JOAO DEL REI;SE;MG;A514;-21,22638888;-44,97944443;2018
VARGINHA;SE;MG;A515;-21,56638888;-45,40416666;2018
PASSOS;SE;MG;A516;-20,74499999;-46,63388888;2018
MURIAE;SE;MG;A517;-21,10472222;-42,37583332;2018
JUIZ DE FORA;SE;MG;A518;-21,76999999;-43,36416666;2018
CAMPINA VERDE;SE;MG;A519;-19,53916666;-49,51805554;2018
CONCEICAO DAS ALAGOAS;SE;MG;A520;-19,98583333;-48,15138888;2018
PAMPULHA;SE;MG;A521;-19,88416666;-43,96944443;2018
SERRA DOS AIMORES;SE;MG;A522;-17,7986111;-40,24972221;2018
PATROCINIO;SE;MG;A523;-18,99638888;-46,98583333;2018
FORMIGA;SE;MG;A524;-20,45472222;-45,45388888;2018
SACRAMENTO;SE;MG;A525;-19,87527777;-47,43416666;2018
MONTALVANIA;SE;MG;A526;-15,08583333;-44,01583333;2018
TEOFILO OTONI;SE;MG;A527;-17,9;-41,51666666;2018
TRES MARIAS;SE;MG;A528;-18,20055555;-45,45972222;2018
PASSA QUATRO;SE;MG;A529;-22,3961111;-44,96166666;2018
CALDAS;SE;MG;A530;-21,91805554;-46,38305554;2018
MARIA DA FE;SE;MG;A531;-22,31444444;-45,37277777;2018
GOVERNADOR VALADARES;SE;MG;A532;-18,83027777;-41,97666666;2018
GUANHAES;SE;MG;A533;-18,78666666;-42,94305555;2018
AIMORES;SE;MG;A534;-19,53277777;-41,09083333;2018
FLORESTAL;SE;MG;A535;-19,88527778;-44,41694444;2018
DORES DO INDAIA;SE;MG;A536;-19,48166666;-45,59388888;2018
DIAMANTINA;SE;MG;A537;-18,2311111;-43,64805555;2018
CURVELO;SE;MG;A538;-18,76444444;-44,45361111;2018
MOCAMBINHO;SE;MG;A539;-15,08583333;-44,01611111;2018
MANTENA;SE;MG;A540;-18,78027777;-40,98583333;2018
CAPELINHA;SE;MG;A541;-17,70527777;-42,38916666;2018
UNAI;SE;MG;A542;-16,55388888;-46,88194443;2018
ESPINOSA;SE;MG;A543;-14,91277777;-42,82972221;2018
BURITIS;SE;MG;A544;-15,52416666;-46,43555555;2018
PIRAPORA;SE;MG;A545;-17,25777777;-44,83555555;2018
GUARDA-MOR;SE;MG;A546;-17,56166666;-47,19944444;2018
SAO ROMAO;SE;MG;A547;-16,3625;-45,12388888;2018
CHAPADA GAUCHA;SE;MG;A548;-15,31;-45,61666666;2018
AGUAS VERMELHAS;SE;MG;A549;-15,75222222;-41,45833333;2018
ITAOBIM;SE;MG;A550;-16,57555554;-41,48527777;2018
RIO PARDO DE MINAS;SE;MG;A551;-15,72277777;-42,43527777;2018
SALINAS;SE;MG;A552;-16,16027777;-42,31027777;2018
JOAO PINHEIRO;SE;MG;A553;-17,78472221;-46,11916666;2018
CARATINGA;SE;MG;A554;-19,73583333;-42,15361111;2018
IBIRITE (ROLA MOCA);SE;MG;A555;-20,0311111;-44,01111111;2018
MANHUACU;SE;MG;A556;-20,26361111;-42,18277777;2018
CORONEL PACHECO;SE;MG;A557;-21,54694444;-43,26111111;2018
JANUARIA;SE;MG;A559;-15,44805555;-44,36638888;2018
SAO SEBASTIAO DO PARAISO;SE;MG;A561;-20,91;-47,11416666;2018
PATOS DE MINAS;SE;MG;A562;-18,52055554;-46,44055555;2018
JANAUBA;SE;MG;A563;-15,80277777;-43,29694444;2018
DIVINOPOLIS;SE;MG;A564;-20,17305554;-44,87472221;2018
BAMBUI;SE;MG;A565;-20,0311111;-46,00861111;2018
ARACUAI;SE;MG;A566;-16,84888888;-45,03527777;2018
MACHADO;SE;MG;A567;-21,68083332;-45,94444444;2018
UBERABA;SE;MG;A568;-19,71;-47,96166666;2018
SETE LAGOAS;SE;MG;A569;-19,455;-44,17333332;2018
OLIVEIRA;SE;MG;A570;-20,71472222;-44,86444444;2018
PARACATU;SE;MG;A571;-17,24416666;-46,88166666;2018
BELO HORIZONTE - CERCADINHO;SE;MG;F501;-19,97999999;-43,95861111;2018
EB_PEF_BONFIM;SE;MG;S122;3,35888888;-59,82388888;2018
ECOLOGIA AGRICOLA;SE;RJ;A601;-22,8;-43,68333333;2018
MARAMBAIA;SE;RJ;A602;-23,05;-43,6;2018
XEREM;SE;RJ;A603;-22,58972221;-43,28222221;2018
CAMBUCI;SE;RJ;A604;-21,56666666;-41,95;2018
ARRAIAL DO CABO;SE;RJ;A606;-22,98333333;-42,01666666;2018
CAMPOS;SE;RJ;A607;-21,71666666;-41,35;2018
MACAE;SE;RJ;A608;-22,38333333;-41,81666667;2018
RESENDE;SE;RJ;A609;-22,45;-44,45;2018
PICO DO COUTO;SE;RJ;A610;-22,48166666;-43,29138888;2018
VALENCA;SE;RJ;A611;-22,35;-43,7;2018
TERESOPOLIS;SE;RJ;A618;-22,44888888;-42,98722221;2018
PARATI;SE;RJ;A619;-23,22333332;-44,72666666;2018
SAO TOME;SE;RJ;A620;-22,04166666;-41,05194444;2018
VILA MILITAR;SE;RJ;A621;-22,86083333;-43,41111111;2018
NOVA FRIBURGO;SE;RJ;A624;-22,33305554;-42,67722221;2018
TRES RIOS;SE;RJ;A625;-22,09833333;-43,20861111;2018
RIO CLARO;SE;RJ;A626;-22,65361111;-44,04083333;2018
NITEROI;SE;RJ;A627;-22,86749999;-43,10194444;2018
ANGRA DOS REIS;SE;RJ;A628;-22,97583332;-44,30333333;2018
CARMO;SE;RJ;A629;-21,9386111;-42,60083333;2018
SANTA MARIA MADALENA;SE;RJ;A630;-21,95055555;-42,01055555;2018
